H0NC07124,CROW, RANDOLPH WILSON,REP,KELLY,NC,28448,C00477174,07
H0NC08130,DAY, DARRELL L,REP,HAMLET,NC,28345,C00464867,08
H0NC08148,SWEENEY, THOMAS BLAIR,REP,CHARLOTTE,NC,28277,C00465997,08
H0NC08155,HUDDLESTON, LOUIS DOUGLASS,REP,FAYETTEVILLE,NC,28305,C00466342,08
H0NC08163,D'ANNUNZIO, TIMOTHY BRUCE,REP,RAEFORD,NC,28376,C00467217,08
H0NC08171,JORDAN, HAROLD P,REP,CHARLOTTE,NC,28212,C00468751,08
H0NC08189,PALISIN, ROBERT ERVIN,REP,CONCORD,NC,28027,C00471987,08
H0NC08197,JOHNSON, HAROLD NELSON,REP,CONCORD,NC,28025,C00472001,08
H0NC08205,SHAKIR, NANCY F CLARK,DEM,FAYETTEVILLE,NC,28304,C00477331,08
H0NC08213,CORNELISON, LEE T,REP,CHARLOTTE,NC,28224,C00478446,08
H0NC08221,HILL, THOMAS,LIB,CONCORD,NC,28025,,08
H0NC08239,GRAVES, ANTHONY,UNK,OAKBORO,NC,28129,,08
H0NC09138,DOCTOR, JEFFREY JAMES,DEM,MARVIN,NC,28173,C00467043,09
H0NC10151,KEADLE, JOHN SCOTT,REP,MOORESVILLE,NC,28117,C00467308,10
H0NC10169,PATTERSON, VANCE MARTIN,REP,MORGANTON,NC,28655,C00472266,10
H0NC10177,GREGORY, JEFFREY DALE,DEM,SHELBY,NC,28150,C00478933,10
H0NC10185,BOLDON, DAVID MICHAEL,REP,MAIDEN,NC,28650,C00480285,10
H0NC11084,EICHENBAUM, DAN,REP,MURPHY,NC,28906,C00470179,11
H0NC11092,WEST, KENNETH D,REP,HAYESVILLE,NC,28904,C00471094,11
H0NC11100,NEWMAN, GREGORY A,REP,HENDERSONVILLE,NC,28793,C00473256,11
H0NC11118,MILLER, JEFFERY LANE,REP,HENDERSONVILLE,NC,28739,C00474858,11
H0NC11126,HOWARD, JAMES J,REP,FRANKLIN,NC,28734,C00476267,11
H0NC11134,WILSON, AIXA,DEM,ASHEVILLE,NC,28806,,11
H0NC11142,KRAUSE, ED,REP,MARION,NC,28752,,11
H0NC12066,JOHNSON, PAUL ALLEN,REP,LEXINGTON,NC,27295,C00466987,12
H0NC12074,CECIL, LON VERNON,LIB,HIGH POINT,NC,27265,C00468777,12
H0NC12082,GILLENWATER, WILLIAM DEAN 'DOC',REP,GREENSBORO,NC,27407,C00470211,12
H0NC12090,CUMBIE, SCOTT,REP,WINSTON-SALEM,NC,27114,,12
H0NC12108,DORITY, GREG,REP,WASHIGNTON,NC,27889,,12
H0NC13015,RANDALL, WILLIAM ALFRED MR. II,REP,Wake Forest,NC,27587,C00465096,13
H0NC13023,REEVES, RALPH BERNARD III,REP,RALEIGH,NC,27609,C00474791,13
H0NC13031,HUFFMAN, DANIEL BAXTER II,REP,WAKE FOREST,NC,27587,C00475251,13
H0NC13049,HURLEY, FRANK,REP,CHAPEL HILL,NC,27517,,13
H0NC13056,HARDESTY, JAMES ANTHONY,IND,KNIGHTDALE,NC,27545,C00478891,13
H0NC13064,SMITH-KEARNEY, VANESSA MCGEE,DEM,EDEN,NC,27288,,13
H0ND00127,SCHAFFNER, PAUL JAMES,REP,BISMARCK,ND,58503,,00
H0ND00135,BERG, RICHARD A,REP,FARGO,ND,58106,C00474619,00
H0ND00143,DONAGHE, JD,REP,KENMARE,ND,58746,C00481218,00
H0ND01026,CRAMER, KEVIN,REP,BISMARCK,ND,58502,C00474569,01
H0NE01054,KRAUTER, STANLEY E,DEM,LINCOLN,NE,68508,C00477810,01
H0NE01062,HARPER, IVY,DEM,LINCOLN,NE,68506,C00479295,01
H0NE01070,TUREK, JESSICA LYNN,DEM,LINCOLN,NE,68507,,01
H0NE01088,YATES, SHERMAN,DEM,LINCOLN,NE,68508,,01
H0NE01096,BODIE, RALPH M,REP,LIBERTY,NE,68381,,01
H0NE01104,HUNT, DAVID LYNN,REP,BLAIR,NE,68008,C00479535,01
H0NE02136,SAKALOSKY, MATTHEW JAMES,REP,OMAHA,NE,68130,C00461905,02
H0NE02144,WHITE, THOMAS M.,DEM,Omaha,NE,68104,C00464206,02
H0NE02151,ODOM, JERRY ALAN,REP,OMAHA,NE,68138,C00474882,02
H0NE03175,DAVIS, REBEKAH ELIZABETH,DEM,ALLIANCE,NE,69301,C00459677,03
H0NE03183,LARSON, ROBERT CHARLES,DEM,HOLDREGE,NE,68949,C00466367,03
H0NE03191,PARKER, DENNIS L,REP,COLUMBUS,NE,68601,C00474254,03
H0NE03209,HILL, DANIEL NATHAN,OTH,GRAND ISLAND,NE,68801,C00485797,03
H0NH01209,BESTANI, ROBERT MARTIN,REP,NEWMARKET,NH,03857,C00458216,01
H0NH01217,GUINTA, FRANK,REP,Manchester,NH,03104,C00461350,01
H0NH01225,ASHOOH, RICHARD E,REP,BEDFORD,NH,03110,C00473538,01
H0NH01233,KOHLHOFER, ANDREW P.,REP,FREMONT,NH,03044,,01
H0NH01241,PARENT, RICHARD CHARLES,REP,WOLFEBORO FALLS,NH,03896,C00485516,01
H0NH01258,RONDEAU, KEVIN,REP,ROCHESTER,NH,03866,,01
H0NH01266,HODSON, PHILIP,LIB,MANCHESTER,NH,03102,,01
H0NH02017,BASS, CHARLES F.,REP,Peterborough,NH,03458,C00302570,02
H0NH02165,MANNINO, LEONARD D JR,REP,MILFORD,NH,03055,C00460568,02
H0NH02173,FERNALD, MARK,DEM,SHARON,NH,03458,C00463307,02
H0NH02181,KUSTER, ANN MCLANE,DEM,Hopkinton,NH,03329,C00462861,02
H0NH02199,DEJOIE, JOHN,DEM,CONCORD,NH,03301,C00466052,02
H0NH02207,GIUDA, ROBERT,REP,WARREN,NH,03279,C00468348,02
H0NH02215,SWETT, KATRINA,DEM,BOW,NH,03304,C00431502,02
H0NH02223,SONNER, WESLEY MICHAEL JR,REP,MONT VERNON,NH,03057,C00483537,02
H0NH02231,VANBLOMMESTEYN, TIMOTHY,IND,WILMOT,NH,03287,C00484022,02
H0NH02249,REILLY, JOSEPH G.,REP,MILFORD,NH,03055,,02
H0NH02256,BURTON , RAYMOND S.,REP,BATH,NH,03740,,02
H0NH02264,ADAMS, JIM,REP,PITTSFIELD,NH,03263,,02
H0NJ00019,AGOSTA, MICHAEL,REP,Newton,NJ,07860,C00480293,09
H0NJ01066,ANDREWS, ROBERT E. MR.,DEM,Haddon Heights,NJ,08035,C00243428,01
H0NJ01157,KERN, WILLIAM,LIB,BELLMAWR,NJ,08031,C00466300,01
H0NJ01165,LUCAS, LEE,REP,GIBBSTOWN,NJ,80827,,01
H0NJ01173,OGLESBY, LORAN,REP,SEWELL,NJ,08080,C00483313,01
H0NJ01181,PETRUTZ, NICKY I.,OTH,SOMERDALE,NJ,08083,,01
H0NJ01199,HEACOCK, MARK,GRE,WOODLYNNE,NJ,08107,,01
H0NJ02114,BIAMONTE, LINDA,REP,EGG HARBOR TWP,NJ,08234,C00475467,02
H0NJ02122,VALDES-MUNOZ, VITOV,OTH,VINELAND,NJ,08360,,02
H0NJ02130,LOVETT, MARK,OTH,VENTNOR,NJ,08406,,02
H0NJ03146,RULLO, JOSEPH R,REP,TOMS RIVER,NJ,08753,,03
H0NJ03153,RUNYAN, JON,REP,MT LAUREL,NJ,08054,C00477661,03
H0NJ03161,BENDAR, BARRY D,DEM,FORKED RIVER,NJ,08731,,03
H0NJ03179,DESTEFANO, PETER M,OTH,MOUNT LAUREL,NJ,08054,C00488254,03
H0NJ03187,CONGER, RUSS,LIB,LITTLE EGG HARBOR,NJ,08087,,03
H0NJ03195,DONAHUE, LAWRENCE J.,OTH,MORRISTOWN,NJ,08057,,03
H0NJ04086,KLEINHENDLER, HOWARD,DEM,LAKEWOOD,NJ,08701,C00471920,04
H0NJ04094,SIANO, JOSEPH A,LIB,BURLINGTON,NJ,08016,C00480350,04
H0NJ04102,MEISWINKLE, DAVID R.,OTH,EAST WINDSOR,NJ,08520,,04
H0NJ05125,THEISE, TOD,DEM,WASHINGTON,NJ,07882,C00482745,05
H0NJ05133,IANNARELLI, ANTHONY N JR,DEM,RAMSEY,NJ,07446,,05
H0NJ05141,RADIGAN, JAMES DOUGLAS,OTH,ANDOVER,NJ,07821,,05
H0NJ05158,QUICK, MARK D.,OTH,JOHNSONBURG,NJ,07846,,05
H0NJ06149,WRIGHT, SHANNON,REP,PLAINFIELD,NJ,07060,C00475756,06
H0NJ06156,GOOCH, DIANE,REP,RUMSON,NJ,07760,C00477679,06
H0NJ06164,LITTLE, ANNA C,REP,HIGHLANDS,NJ,07732,C00480251,06
H0NJ06172,FALZON, MARK A,DEM,PORT MONMOUTH,NJ,07758,,06
H0NJ06180,ZALETAL, KAREN ANN,OTH,OCEANPORT,NJ,07757,,06
H0NJ06198,FREUDENHEIM, JACK,IND,PLAINFIELD,NJ,07062,,06
H0NJ07089,KEAN, THOMAS H JR,REP,COLONIA,NJ,07067,C00457929,07
H0NJ07196,LARSEN, DAVID,REP,OLOWICK,NJ,08858,C00473207,07
H0NJ07212,POTOSNAK, EDWARD III,DEM,SCOTCH PLAINS,NJ,07076,C00474304,07
H0NJ07220,HOSFORD, ALONZO LAWRENCE,REP,MILFORD,NJ,08848,C00479071,07
H0NJ07238,BAKER, BRUCE EDWARD,REP,WESTFIELD,NJ,07090,C00479451,07
H0NJ08103,BILLACK, BLASE,REP,CLIFTON,NJ,07011,,08
H0NJ08111,GIANGRASSO, RAYMOND,IND,BLOOMFIELD,NJ,07003,,08
H0NJ09143,ASLANIAN, JOHN,REP,ENGLEWOOD CLIFFS,NJ,07632,C00477935,09
H0NJ09150,SHEVCHUK, SERGEY,REP,FAIRLAWN,NJ,07410,,09
H0NJ09168,ALESSANDRINI, PATRICIA,GRE,TEANECK,NJ,07666,,09
H0NJ10026,PAYNE, DONALD M,DEM,NEWARK,NJ,07114,C00225045,10
H0NJ10133,PINCKNEY, DAVID,DEM,IRVINGTON,NJ,07111,,10
H0NJ10141,WRIGHT, CATHY,DEM,NEWARK,NJ,07106,,10
H0NJ10158,ALONSO, MICHAEL J,REP,BAYONNE,NJ,07002,,10
H0NJ10166,CUSMANO, THOMAS C,REP,RAHWAY,NJ,07065,,10
H0NJ10174,TOUSSAINT, ROBERT LOUIS,OTH,MAPLEWOOD,NJ,07040,C00487389,10
H0NJ10182,MILLER, JOANNE,OTH,NEWARK,NJ,07114,,10
H0NJ11099,HERBERT, RALEIGH DOUGLAS,DEM,CHATHAM,NJ,07928,C00480582,11
H0NJ11107,KELLY JR, JAMES D,DEM,BOONTON,NJ,07005,,11
H0NJ11115,LUZZI, RICHARD,REP,MORRISTOWN,NJ,07960,C00482877,11
H0NJ11123,GAWRON, JIM,LIB,FLANDERS,NJ,07836,C00487348,11
H0NJ12154,HALFACRE, MICHAEL,REP,COLONIA,NJ,07067,C00460394,12
H0NJ12162,SIPPRELLE, SCOTT,REP,PRINCETON,NJ,08542,C00473355,12
H0NJ12170,CODY, KENNETH J.,OTH,PRINCETON,NJ,08543,,12
H0NJ13152,DWYER, HENRIETTA,REP,WEST NEW YORK,NJ,07093,C00488361,13
H0NJ13160,NACER, MAXIMO GOMEZ,OTH,UNION CITY,NJ,07087,,13
H0NJ13178,ZANOWIC, ANTHONY,OTH,BAYONNE,NJ,07702,,13
H0NJ31014,DYER, OMAR LAMONT,DEM,JERSEY CITY,NJ,07304,C00475137,13
H0NJ33010,BOSS, JEFF,DEM,GUTTENBERG,NJ,07093,C00462895,13
H0NM01130,KELLY, JOHN J,DEM,ALBUQUERQUE,NM,87106,C00352732,01
H0NM01155,WOODRUFF, ALAN P,GRE,ALBUQUERQUE,NM,87114,C00459370,01
H0NM01163,BARELA, JON,REP,ALBUQUERQUE,NM,87199,C00462739,01
H0NM02203,PIRTLE, CLIFF R.,REP,ROSWELL,NM,88203,,02
H0NM03037,KOKESH, ADAM CHARLES,REP,Santa FE,NM,87504,C00463612,03
H0NM03045,MULLINS, THOMAS E,REP,FARMINGTON,NM,87401,C00469445,03
H0NV01078,PORTER, JON C SR,REP,LAS VEGAS,NV,89126,C00367367,03
H0NV01110,LAKE, CRAIG O JR,REP,LAS VEGAS,NV,89136,C00466581,01
H0NV01128,TATNER, JOSEPH LANCE,REP,LAS VEGAS,NV,89129,C00472886,01
H0NV01144,CUNNINGHAM, DAVID ROSS,REP,LAS VEGAS,NV,89107,C00476481,01
H0NV01151,FIORE , MICHELE ANN,REP,LAS VEGAS,NV,89102,C00479261,01
H0NV01169,FLUME, CHARLES WILLIAM SR.,REP,LAS VEGAS,NV,89147,C00480434,01
H0NV01177,HANSEN, JONATHAN J.,IAP,LAS VEGAS,NV,89134,,01
H0NV01185,KLAPPROTH, EDWARD GEORGE JR.,LIB,LAS VEGAS,NV,89145,,01
H0NV01193,NEISTADT, SCOTT I.,REP,NORTH LAS VEGAS,NV,89086,,01
H0NV02126,REEVES, PAUL S,DEM,PAHRUMP,NV,89048,C00461335,02
H0NV02134,TRIGG, CYNTHIA M,DEM,CARSON CITY,NV,89702,C00460931,02
H0NV02142,SCHOFIELD, JACK,DEM,LAS VEGAS,NV,89104,C00469700,02
H0NV02159,MCKENNA, KENNETH JAMES,DEM,RENO,NV,89503,C00472282,02
H0NV02167,BEST, RUSSELL,IAP,STAGE COACH,NV,89429,,02
H0NV02175,COLLETTI, PATRICK JOSEPH,REP,RENO,NV,89509,,02
H0NV02183,DEHNE, DENIS 'SAM',DEM,RENO,NV,89502,,02
H0NV02191,PRICE, NANCY,DEM,SPARKS,NV,89431,C00479774,02
H0NV03017,AHERN, ELEANOR C 'ELLIE',REP,LAS VEGAS,NV,89107,,03
H0NV03025,GUEDRY, JOHN,REP,LAS VEGAS,NV,89133,C00465625,03
H0NV03033,LAUER, ROBERT LELIE,REP,LAS VEGAS,NV,89123,C00468173,03
H0NV03041,LORD-LEUTWYLER, BRADLEY K,REP,HENDERSON,NV,89074,C00467928,03
H0NV03058,HECK, JOE,REP,LAS VEGAS,NV,89136,C00468421,03
H0NV03066,BRIDGES, EDWARD STAFFORD II,REP,HENDERSON,NV,89052,C00469569,03
H0NV03074,BEARD, JOHN MARTIN,DEM,N LAS VEGAS,NV,89030,C00472498,03
H0NV03082,NARTER, SCOTT DAVID,IAP,LAS VEGAS,NV,89113,,03
H0NV03090,NOHRDEN, STEVEN PATRICK,REP,LAS VEGAS,NV,89117,C00485177,03
H0NY00048,TEDISCO, JAMES,REP,GLENVILLE,NY,12302,C00458737,20
H0NY00055,LYKES, THELMA,IND,BRONX,NY,10451,C00465666,00
H0NY00063,COX, CHRISTOPHER N,REP,WESTHAMPTON BEACH,NY,11978,C00474395,01
H0NY01129,ALTSCHULER, RANDOLPH MR.,REP,STONY BROOK,NY,11790,C00465245,01
H0NY01137,DEMOS, GEORGE,REP,RONKONKOMA,NY,11779,C00468546,01
H0NY01145,BERNTSEN, GARY,REP,SMITHTOWN,NY,11787,C00475202,01
H0NY01152,CANTWELL, CHRISTOPHER CHARLES,REP,STONY BROOK,NY,11790,C00478875,01
H0NY01160,FITZPATRICK, MICHAEL J,REP,SAINT JAMES,NY,11780,C00479915,01
H0NY02085,ISRAEL, STEVE,DEM,DIX HILLS,NY,11746,C00358952,02
H0NY02150,DILEO, DAVID,IND,EAST ISLIP,NY,11730,C00470138,02
H0NY02168,TOLDA, ANTHONY E,NPA,HUNTINGTON STATION,NY,11746,C00472548,02
H0NY02176,LABATE, STEPHEN A,REP,DEER PARK,NY,11729,C00473777,02
H0NY02184,GOMEZ, JOHN B MR.,REP,BAYPORT,NY,11705,C00477794,02
H0NY03042,KUDLER, HOWARD,DEM,MERRICK,NY,11566,C00487256,03
H0NY04057,SCATURRO, FRANK,REP,HEMPSTEAD,NY,11550,C00465054,04
H0NY04065,ZINNO, PETER A,REP,ROCKVILLE CENTRE,NY,11570,C00473041,04
H0NY04073,SEIDEMANN, DAVID J,REP,LAWRENCE,NY,11559,C00475269,04
H0NY04081,SHEA, SEAN ARTHUR,REP,EAST ROCKAWAY,NY,11518,C00485078,04
H0NY04099,BECKER, FRANCIS X JR,REP,LYNBROOK,NY,11563,C00484774,04
H0NY04107,MALONEY, DANIEL P,REP,BALDWIN,NY,11510,C00487843,04
H0NY05062,MILANO, JAMES,DEM,ROSLYN HEIGHTS,NY,11577,C00478057,05
H0NY06045,TAUB, ASHER E,REP,KEW GARDENS,NY,     ,C00486290,06
H0NY07068,REYNOLDS, KENNETH A.,REP,BRONX,NY,10465,,07
H0NY07076,GRONOWICZ, ANTHONY,GRE,BRONX,NY,10462,,07
H0NY08074,LEINER, STEVEN ARI-Z,IND,NEW YORK CITY,NY,10019,C00467209,08
H0NY08082,KONE, SUSAN,REP,NEW YORK,NY,10069,C00484709,08
H0NY09064,HAYON, HOSEPH,REP,BROOKLYN,NY,11223,C00482166,09
H0NY09072,TURNER, ROBERT L,REP,ROCKAWAY POINT,NY,11697,C00483495,09
H0NY10054,MUNIZ, DIANA,REP,BROOKLYN,NY,11223,,10
H0NY11037,JOHNSON, ERNEST,CRV,BROOKLYN,NY,11207,,10
H0NY11045,CLARKE, UNA S,DEM,BROOKLYN,NY,11225,C00343848,11
H0NY12142,HIRSCHFELD, BRUCE,DEM,NEW YORK,NY,10013,C00465559,12
H0NY12159,MARTINEZ, GEORGE,DEM,BROOKLYN,NY,11232,C00483016,12
H0NY12167,GAFFNEY, ALICE,CRV,BROOKLYN,NY,11234,,12
H0NY13066,ALLEGRETTI, MICHAEL A,REP,BROOKLYN,NY,11209,C00463935,13
H0NY13074,GRIMM, MICHAEL,REP,BROOKLYN,NY,11215,C00470807,13
H0NY13082,TABACCO, JOHN ANTHONY JR,IND,STATEN ISLAND,NY,10312,C00485276,13
H0NY13090,VENDITTELLI, TOM,LIB,STATEN ISLAND,NY,10314,,13
H0NY14189,SAUJANI, RESHMA M,DEM,New York,NY,10009,C00469866,14
H0NY14197,LAVERGHETTA, DINO,REP,NEW YORK,NY,10280,C00475772,14
H0NY14205,BRUMBERG, DAVID RYAN,REP,NEW YORK,NY,10003,C00479519,14
H0NY14213,BLANK, ROGER,REP,NEW YORK,NY,10016,C00483271,14
H0NY14221,HEALY, TIMOTHY J,REP,NEW YORK,NY,10029,C00483289,14
H0NY15103,MORGAN, VINCENT SCOTT,DEM,NEW YORK,NY,10026,C00463406,15
H0NY15111,FAULKNER , MICHEL,REP,NEW YORK,NY,10025,C00470997,15
H0NY15129,JOHNSON, JOYCE STANLEY,DEM,NEW YORK,NY,10025,C00482893,15
H0NY15137,TASINI, JONATHAN,DEM,NEW YORK,NY,10040,C00462598,15
H0NY15145,CALERO, ROGER,SWP,BRONX,NY,10451,,15
H0NY16101,JOHNSON, DAVID M,DEM,BRONX,NY,10452,C00473991,16
H0NY16119,DELLA VALLE, FRANK,REP,BRONX,NY,10465,,16
H0NY17125,MELE, ANTHONY,REP,CHESTNUT RIDGE,NY,10977,C00480731,17
H0NY17133,KLEINHANDLER, YORK JAY,REP,WEST NYACK,NY,10994,C00480871,17
H0NY18065,SERRANO, JOSE E,DEM,BRONX,NY,10451,C00240986,16
H0NY18156,WASSERMAN, PAUL STUART,REP,BRIARCLIFF MANOR,NY,10510,C00474460,18
H0NY18164,ROSEN, MARK,REP,LARCHMONT,NY,10538,C00479303,18
H0NY19121,BALL, GREGORY R,REP,PATTERSON,NY,12563,C00461699,19
H0NY19139,HAYWORTH, NAN,REP,Carmel,NY,10512,C00466490,19
H0NY19147,MCFADDEN, DAVID C,UNK,TUXEDO PARK,NY,10982,C00476143,19
H0NY19154,DI CARLO, NEIL ANTHONY,REP,BREWSTER,NY,10509,C00474171,19
H0NY19162,CAVERE, KRISTIA NATALIA,REP,TUXEDO,NY,10987,C00479311,19
H0NY20079,MURPHY, SCOTT M,DEM,Glens Falls,NY,12801,C00458893,20
H0NY20087,HARPER, DAVID A,REP,SARATOGA SPRINGS,NY,12866,C00476705,20
H0NY20095,GIBSON, CHRIS P,REP,Kinderhook,NY,12106,C00477984,20
H0NY20103,ZIEGLER, PATRICK,REP,BURNT HILLS,NY,12027,C00478529,20
H0NY21077,DANZ, THEODORE J JR,REP,ALTAMONT,NY,12009,C00484576,21
H0NY23057,DOHENY, MATT,REP,WATERTOWN,NY,13601,C00462853,23
H0NY23065,SCOZZAFAVA, DIERDRE K,REP,GOUVERNEUR,NY,13642,C00463976,23
H0NY23073,MCGRATH, BRIAN,DEM,LOWVILLE,NY,13367,C00466045,23
H0NY23081,OWENS, WILLIAM,DEM,Plattsburgh,NY,12901,C00464495,23
H0NY23099,BISSELLE, ANDREW PHILLIP,DEM,WESTPORT,NY,12993,,23
H0NY23107,HOFFMAN, DOUGLAS L. MR.,REP,LAKE PLACID,NY,12946,C00464826,23
H0NY23115,BRODY, STUART,DEM,ESSEX,NY,12936,C00464917,23
H0NY25037,HAWKINS, HOWIE,GRN,SYRACUSE,NY,13205,C00457275,25
H0NY25052,BERTAN, PAUL BEERS,REP,SYRACUSE,NY,13209,C00457309,25
H0NY25060,BITZ, MARK WARD,REP,BALDWINSVILLE,NY,13027,C00469775,25
H0NY25078,BUERKLE, ANN MARIE,REP,Syracuse,NY,13215,C00473751,25
H0NY25086,ROMAIN, MARC ALAN,IND,SYRACUSE,NY,13206,C00485128,25
H0NY26050,FEDELE, PHILIP A.,DEM,ROCHESTER,NY,14626,,26
H0NY27066,ROBERTO, LEONARD A,REP,ALDEN,NY,14004,C00482828,27
H0NY27074,RITACCO, PAUL A,REP,CHAUTAUQUA,NY,14722,C00483768,27
H0NY28106,GIULIANO, MICHAEL NEIL,REP,ROCHESTER,NY,14604,C00481853,28
H0NY28114,EGRIU, EMIN EDDIE,DEM,BUFFALO,NY,14209,C00482265,28
H0NY28122,ROWLAND, JILL ANN,REP,BUFFALO,NY,14222,C00486530,28
H0NY29054,REED, THOMAS W II,REP,Corning,NY,14830,C00464032,29
H0NY29062,ZELLER, MATTHEW,DEM,VICTOR,NY,14564,C00480897,29
H0NY29070,CAMPINI, ANGELO,REP,W HENRIETTA,NY,14586,C00481903,29
H0NY29088,VOLK, JANICE A.,REP,CUBA,NY,14727,,29
H0OH01040,CRANLEY, JOHN J IV,DEM,CINCINNATI,OH,45204,C00417543,01
H0OH01065,STEVENSON, RICHARD L,GRE,CINCINNATI,OH,45204,,01
H0OH01073,CROXTON, JARED,LIB,CINCINNATI,OH,45238,,01
H0OH02030,BOOK, THOMAS TODD,DEM,PORTSMOUTH,OH,45662,C00464784,02
H0OH02048,YALAMANCHILI, SURYA,DEM,CINCINNATI,OH,45202,C00468678,02
H0OH02055,HAWKINS, ROBERT BRYAN,REP,MILFORD,OH,45150,C00473157,02
H0OH02063,KILBURN, C. MICHAEL,REP,MORROW,OH,45152,C00474965,02
H0OH02071,PARKER, JIM,DEM,WAVERLY,OH,45690,C00476499,02
H0OH02097,MARTZ, TIMOTHY R,REP,CINCINNATI,OH,45243,C00482448,02
H0OH02105,JOHNSTON, MARC,LIB,CINCINNATI,OH,45236,,02
H0OH02113,ALSFELDER, DEBBI,REP,CINCINNATI,OH,45227,C00481754,02
H0OH02121,CONOVER, RANDY LEE,UNK,WILLIAMSBURG,OH,45176,,02
H0OH03053,OBERER, RENE LOUISE,REP,DAYTON,OH,45414,C00477349,03
H0OH03061,MACNEALY, MARK A,DEM,VANDALIA,OH,45377,C00477778,03
H0OH03079,ROBERTS, JOSEPH MICHAEL,DEM,KETTERING,OH,45419,C00483644,03
H0OH03087,FOGLE, GUY NELSON,DEM,MIAMISBURG,OH,45432,C00484808,03
H0OH04069,LITT, DOUGLAS ALAN,DEM,MANSFIELD,OH,44905,C00481994,04
H0OH04077,KISSICK, DONALD CHARLES,LIB,LIMA,OH,45805,,04
H0OH05041,FINKENBINER, CALEB,DEM,DEFIANCE,OH,43512,C00479808,05
H0OH05058,WALLIS, ROBERT,REP,CONVOY,OH,45832,,05
H0OH05066,SMITH, BRIAN L.,LIB,BOWLING GREEN,OH,43402,,05
H0OH06163,ALLEN, DONALD KENNETH DR,REP,YOUNGSTOWN,OH,44511,C00461863,06
H0OH06171,MCCUSKER, CORY,LIB,POLAND,OH,44514,C00476002,06
H0OH06189,JOHNSON, BILL,REP,POLAND,OH,44514,C00476820,06
H0OH06197,CADLE, RICHARD E,CST,NORTH JACKSON,OH,44451,C00478479,06
H0OH06205,RENNER, JIM,DEM,NORTH BENTON,OH,44449,,06
H0OH06213,ELSASS, MARTIN J.,LIB,COLUMBIANA,OH,44408,,06
H0OH07021,HOBSON, DAVID LEE,REP,SPRINGFIELD,OH,45503,C00239905,07
H0OH07070,MITCHEL, JOHN R,REP,DAYTON,OH,45440,C00479568,07
H0OH07088,KREEMER, CHAD A,IND,CANAL WINCHESTER,OH,43110,C00467548,07
H0OH07096,BARTON, JAMES JOHN,DEM,PICKERINGTON,OH,43147,C00477364,07
H0OH07104,ANDERSON, JOHN DAVID,LIB,ENON,OH,45323,C00478123,07
H0OH07120,FREEMAN, OLIVIA,DEM,FAIRBORN,OH,45324,C00480103,07
H0OH07138,EASTON, DAVID W.,CON,SIDNEY,OH,45365,,07
H0OH08029,BOEHNER, JOHN A,REP,West Chester,OH,45069,C00237198,08
H0OH08094,SCHREYER, MANFRED RICHARD,REP,CAMDEN,OH,45311,C00475087,08
H0OH08102,COUSSOULE, JUSTIN,DEM,LIBERTY TWP,OH,45044,C00475822,08
H0OH08110,MCMASTERS, THOMAS F,REP,HUBER HEIGHTS,OH,45424,,08
H0OH08128,CONDIT, JAMES J. JR,CON,CINCINNATI,OH,45247,,08
H0OH08136,HARLOW, DAVID A.,LIB,DAYTON,OH,45414,,08
H0OH09092,IOTT, RICHARD BRADLEY,REP,MONCLOVA,OH,43542,C00473835,09
H0OH09100,SMITH, JACKIE LEE,REP,HOLLAND,OH,43528,C00476903,09
H0OH09118,SWARTZ, JEREMY D,LIB,OREGON,OH,43616,C00470849,09
H0OH09126,TERRY, DALE R.,DEM,WEST HURON,OH,44839,,09
H0OH09134,JAFFE, JOSEPH MICHAEL,LIB,SYLVANIA,OH,43560,,09
H0OH10074,OLSCHLAGER, THOMAS R,REP,SEVEN HILLS,OH,44131,C00466417,10
H0OH10082,CORRIGAN, PETER J,REP,ROCKY RIVER,OH,44116,C00476747,10
H0OH10090,FRANKLIN, W. BENJAMIN,REP,BEREA,OH,44017,,10
H0OH10108,GOGGINS, JEFF,LIB,CLEVELAND,OH,44113,,10
H0OH11064,REILLY, DANIEL W.,DEM,EUCLID,OH,44132,,11
H0OH12062,TIBERI, PATRICK J.,REP,Galena,OH,43021,C00347492,12
H0OH12088,ZUKOWSKI, ANDREW GEORGE,REP,WHITEHALL,OH,43213,C00472332,12
H0OH12120,BROOKS, PAULA L,DEM,UPPER ARLINGTON,OH,43220,C00465344,12
H0OH12138,SUWINSKI, ROBERT M,IND,COLUMBUS,OH,43227,C00475525,12
H0OH12146,FLOREK, EDDIE,LIB,COLUMBUS,OH,43229,,12
H0OH12153,IRVINE, TRAVIS M,LIB,COLUMBUS,OH,43209,C00483222,12
H0OH13102,MEADE, JASON ASHLEY,REP,BARBERTON,OH,44203,C00466409,13
H0OH13110,WOODEN, JUSTIN PAUL,DEM,NORTH CANTON,OH,44720,C00469130,13
H0OH13128,REED, LANCE,REP,COPLEY,OH,44321,C00474932,13
H0OH13136,GANLEY, THOMAS D,REP,BRECKSVILLE,OH,44141,C00477232,13
H0OH13144,SHARKEY, CHRISTOPHER TODD,REP,AKRON,OH,44313,C00478537,13
H0OH13151,BRIHAN, JAMES F.B,REP,AVON LAKE,OH,44012,,13
H0OH13169,HANEY, BILL,REP,BRUNSWICK,OH,44212,,13
H0OH13177,HRUBIK, JIM,REP,NORTON,OH,44203,,13
H0OH14076,JELENIC, JOHN M.,LIB,WILLOUGHBY,OH,44094,,14
